Year,Make,Locale
1985,Rolls-Royce,en-US
1985,Saab,en-US
1985,Subaru,en-US
1985,Toyota,en-US
1985,Volkswagen,en-US
1985,Volvo,en-US
1986,Acura,en-US
1986,Alfa Romeo,en-US
1986,AMC,en-US
1986,Aston Martin,en-US
1986,Audi,en-US
1986,Bentley,en-US
1986,BMW,en-US
1986,Buick,en-US
1986,Cadillac,en-US
1986,Chevrolet,en-US
1986,Chrysler,en-US
1986,Datsun,en-US
1986,Dodge,en-US
1986,Ferrari,en-US
1986,Ford,en-US
1986,GMC,en-US
1986,Honda,en-US
1986,Hyundai,en-US
1986,Isuzu,en-US
1986,Jaguar,en-US
1986,Jeep,en-US
1986,Lamborghini,en-US
1986,Lincoln,en-US
1986,Lotus,en-US
1986,Maserati,en-US
1986,Mazda,en-US
1986,Mercedes-Benz,en-US
1986,Mercury,en-US
1986,Mitsubishi,en-US
1986,Nissan,en-US
1986,Oldsmobile,en-US
1986,Plymouth,en-US
1986,Pontiac,en-US
1986,Porsche,en-US
1986,Rolls-Royce,en-US
1986,Saab,en-US
1986,Subaru,en-US
1986,Suzuki,en-US
1986,Toyota,en-US
1986,Volkswagen,en-US
1986,Volvo,en-US
1986,Yugo,en-US
1987,Acura,en-US
1987,Alfa Romeo,en-US
1987,AMC,en-US
1987,Audi,en-US
1987,Bentley,en-US
1987,BMW,en-US
1987,Buick,en-US
1987,Cadillac,en-US
1987,Chevrolet,en-US
1987,Chrysler,en-US
1987,Dodge,en-US
1987,Ferrari,en-US
1987,FIAT,en-US
1987,Ford,en-US
1987,GMC,en-US
1987,Honda,en-US
1987,Hyundai,en-US
1987,Isuzu,en-US
1987,Jaguar,en-US
1987,Jeep,en-US
1987,Lamborghini,en-US
1987,Land Rover,en-US
1987,Lincoln,en-US
1987,Lotus,en-US
1987,Maserati,en-US
1987,Mazda,en-US
1987,Mercedes-Benz,en-US
1987,Mercury,en-US
1987,Mitsubishi,en-US
1987,Nissan,en-US
1987,Oldsmobile,en-US
1987,Plymouth,en-US
1987,Pontiac,en-US
1987,Porsche,en-US
1987,Rolls-Royce,en-US
1987,Saab,en-US
1987,Subaru,en-US
1987,Suzuki,en-US
1987,Toyota,en-US
1987,Volkswagen,en-US
1987,Volvo,en-US
1987,Yugo,en-US
1988,Acura,en-US
1988,Alfa Romeo,en-US
1988,AMC,en-US
1988,Aston Martin,en-US
1988,Audi,en-US
1988,Bentley,en-US
1988,BMW,en-US
1988,Buick,en-US
1988,Cadillac,en-US
1988,Chevrolet,en-US
1988,Chrysler,en-US
1988,Dodge,en-US
1988,Eagle,en-US
1988,Ferrari,en-US
1988,Ford,en-US
1988,GMC,en-US
1988,Honda,en-US
1988,Hyundai,en-US
1988,Isuzu,en-US
1988,Jaguar,en-US
1988,Jeep,en-US
1988,Lamborghini,en-US
1988,Land Rover,en-US
1988,Lincoln,en-US
1988,Lotus,en-US
1988,Mazda,en-US
1988,Mercedes-Benz,en-US
1988,Mercury,en-US
1988,Mitsubishi,en-US
1988,Nissan,en-US
1988,Oldsmobile,en-US
1988,Plymouth,en-US
1988,Pontiac,en-US
1988,Porsche,en-US
1988,Rolls-Royce,en-US
1988,Saab,en-US
1988,Subaru,en-US
1988,Suzuki,en-US
1988,Toyota,en-US
1988,Volkswagen,en-US
1988,Volvo,en-US
1988,Yugo,en-US
1989,Acura,en-US
1989,Alfa Romeo,en-US
1989,Aston Martin,en-US
1989,Audi,en-US
1989,Bentley,en-US
1989,BMW,en-US
1989,Buick,en-US
1989,Cadillac,en-US
1989,Chevrolet,en-US
1989,Chrysler,en-US
1989,Dodge,en-US
1989,Eagle,en-US
1989,Ferrari,en-US
1989,Ford,en-US
1989,Geo,en-US
1989,GMC,en-US
1989,Honda,en-US
1989,Hyundai,en-US
1989,Isuzu,en-US
1989,Jaguar,en-US
1989,Jeep,en-US
1989,Lamborghini,en-US
1989,Land Rover,en-US
1989,Lincoln,en-US
1989,Lotus,en-US
1989,Maserati,en-US
1989,Mazda,en-US
1989,Mercedes-Benz,en-US
1989,Mercury,en-US
1989,Mitsubishi,en-US
1989,Nissan,en-US
1989,Oldsmobile,en-US
1989,Plymouth,en-US
1989,Pontiac,en-US
1989,Porsche,en-US
1989,Rolls-Royce,en-US
1989,Saab,en-US
1989,Subaru,en-US
1989,Suzuki,en-US
1989,Toyota,en-US
1989,Volkswagen,en-US
1989,Volvo,en-US
1989,Yugo,en-US
1990,Acura,en-US
1990,Alfa Romeo,en-US
1990,Audi,en-US
1990,Bentley,en-US
1990,BMW,en-US
1990,Buick,en-US
1990,Cadillac,en-US
1990,Chevrolet,en-US
1990,Chrysler,en-US
1990,Dodge,en-US
1990,Eagle,en-US
1990,Ferrari,en-US
1990,Ford,en-US
1990,Geo,en-US
1990,GMC,en-US
1990,Honda,en-US
1990,Hyundai,en-US
1990,Infiniti,en-US
1990,Isuzu,en-US
1990,Jaguar,en-US
1990,Jeep,en-US
1990,Lamborghini,en-US
1990,Land Rover,en-US
1990,Lexus,en-US
1990,Lincoln,en-US
1990,Lotus,en-US
1990,Maserati,en-US
1990,Mazda,en-US
1990,Mercedes-Benz,en-US
1990,Mercury,en-US
1990,Mitsubishi,en-US
1990,Nissan,en-US
1990,Oldsmobile,en-US
1990,Plymouth,en-US
1990,Pontiac,en-US
1990,Porsche,en-US
1990,Rolls-Royce,en-US
1990,Saab,en-US
1990,Subaru,en-US
1990,Suzuki,en-US
1990,Toyota,en-US
1990,Volkswagen,en-US
1990,Volvo,en-US
1991,Acura,en-US
1991,Alfa Romeo,en-US
1991,Aston Martin,en-US
1991,Audi,en-US
1991,Bentley,en-US
1991,BMW,en-US
1991,Buick,en-US
1991,Cadillac,en-US
1991,Chevrolet,en-US
1991,Chrysler,en-US
1991,Dodge,en-US
1991,Eagle,en-US
1991,Ferrari,en-US
1991,Ford,en-US
1991,Geo,en-US
1991,GMC,en-US
1991,Honda,en-US
1991,Hyundai,en-US
1991,Infiniti,en-US
1991,Isuzu,en-US
1991,Jaguar,en-US
1991,Jeep,en-US
1991,Lamborghini,en-US
1991,Land Rover,en-US
1991,Lexus,en-US
1991,Lincoln,en-US
1991,Lotus,en-US
1991,Maserati,en-US
1991,Mazda,en-US
1991,Mercedes-Benz,en-US
1991,Mercury,en-US
1991,Mitsubishi,en-US
1991,Nissan,en-US
1991,Oldsmobile,en-US
1991,Plymouth,en-US
1991,Pontiac,en-US
1991,Porsche,en-US
1991,Rolls-Royce,en-US
1991,Saab,en-US
1991,Saturn,en-US
1991,Subaru,en-US
1991,Suzuki,en-US
1991,Toyota,en-US
1991,Volkswagen,en-US
1991,Volvo,en-US
1992,Acura,en-US
1992,Alfa Romeo,en-US
1992,Aston Martin,en-US
1992,Audi,en-US
1992,Bentley,en-US
1992,BMW,en-US
1992,Buick,en-US
1992,Cadillac,en-US
1992,Chevrolet,en-US
1992,Chrysler,en-US
1992,Dodge,en-US
1992,Eagle,en-US
1992,Ferrari,en-US
1992,Ford,en-US
1992,Geo,en-US
1992,GMC,en-US
1992,Honda,en-US
1992,HUMMER,en-US
1992,Hyundai,en-US
1992,Infiniti,en-US
1992,Isuzu,en-US
1992,Jaguar,en-US
1992,Jeep,en-US
1992,Lamborghini,en-US
1992,Land Rover,en-US
1992,Lexus,en-US
1992,Lincoln,en-US
1992,Mazda,en-US
1992,Mercedes-Benz,en-US
1992,Mercury,en-US
1992,Mitsubishi,en-US
1992,Nissan,en-US
1992,Oldsmobile,en-US
1992,Plymouth,en-US
1992,Pontiac,en-US
1992,Porsche,en-US
1992,Rolls-Royce,en-US
1992,Saab,en-US
1992,Saturn,en-US
1992,Subaru,en-US
1992,Suzuki,en-US
1992,Toyota,en-US
1992,Volkswagen,en-US
1992,Volvo,en-US
1993,Acura,en-US
1993,Alfa Romeo,en-US
1993,Audi,en-US
1993,Bentley,en-US
1993,BMW,en-US
1993,Buick,en-US
1993,Cadillac,en-US
1993,Chevrolet,en-US
1993,Chrysler,en-US
1993,Dodge,en-US
1993,Eagle,en-US
1993,Ferrari,en-US
1993,Ford,en-US
1993,Geo,en-US
1993,GMC,en-US
1993,Honda,en-US
1993,HUMMER,en-US
1993,Hyundai,en-US
1993,Infiniti,en-US
1993,Isuzu,en-US
1993,Jaguar,en-US
1993,Jeep,en-US
1993,Lamborghini,en-US
1993,Land Rover,en-US
1993,Lexus,en-US
1993,Lincoln,en-US
1993,Lotus,en-US
1993,Mazda,en-US
1993,Mercedes-Benz,en-US
1993,Mercury,en-US
1993,Mitsubishi,en-US
1993,Nissan,en-US
1993,Oldsmobile,en-US
1993,Plymouth,en-US
1993,Pontiac,en-US
1993,Porsche,en-US
1993,Rolls-Royce,en-US
1993,Saab,en-US
1993,Saturn,en-US
1993,Subaru,en-US
1993,Suzuki,en-US
1993,Toyota,en-US
1993,Volkswagen,en-US
1993,Volvo,en-US
1994,Acura,en-US
1994,Alfa Romeo,en-US
1994,Audi,en-US
1994,Bentley,en-US
1994,BMW,en-US
1994,Buick,en-US
1994,Cadillac,en-US
1994,Chevrolet,en-US
1994,Chrysler,en-US
1994,Dodge,en-US
1994,Eagle,en-US
1994,Ferrari,en-US
1994,Ford,en-US
1994,Geo,en-US
1994,GMC,en-US
1994,Honda,en-US
1994,HUMMER,en-US
1994,Hyundai,en-US
1994,Infiniti,en-US
1994,Isuzu,en-US
1994,Jaguar,en-US
1994,Jeep,en-US
1994,Kia,en-US
1994,Lamborghini,en-US
1994,Land Rover,en-US
1994,Lexus,en-US
1994,Lincoln,en-US
1994,Lotus,en-US
1994,Mazda,en-US
1994,Mercedes-Benz,en-US
1994,Mercury,en-US
1994,Mitsubishi,en-US
1994,Nissan,en-US
1994,Oldsmobile,en-US
1994,Plymouth,en-US
1994,Pontiac,en-US
1994,Porsche,en-US
1994,Rolls-Royce,en-US
1994,Saab,en-US
1994,Saturn,en-US
1994,Subaru,en-US
1994,Suzuki,en-US
1994,Toyota,en-US
1994,Volkswagen,en-US
1994,Volvo,en-US
1995,Acura,en-US
1995,Alfa Romeo,en-US
1995,Audi,en-US
1995,Bentley,en-US
1995,BMW,en-US
1995,Buick,en-US
1995,Cadillac,en-US
1995,Chevrolet,en-US
1995,Chrysler,en-US
1995,Dodge,en-US
1995,Eagle,en-US
1995,Ferrari,en-US
1995,Ford,en-US
1995,Geo,en-US
1995,GMC,en-US
1995,Honda,en-US
1995,HUMMER,en-US
1995,Hyundai,en-US
1995,Infiniti,en-US
1995,Isuzu,en-US
1995,Jaguar,en-US
1995,Jeep,en-US
1995,Kia,en-US
1995,Lamborghini,en-US
1995,Land Rover,en-US
1995,Lexus,en-US
1995,Lincoln,en-US
1995,Lotus,en-US
1995,Mazda,en-US
1995,Mercedes-Benz,en-US
1995,Mercury,en-US
1995,Mitsubishi,en-US
1995,Nissan,en-US
1995,Oldsmobile,en-US
1995,Plymouth,en-US
1995,Pontiac,en-US
1995,Porsche,en-US
1995,Rolls-Royce,en-US
1995,Saab,en-US
1995,Saturn,en-US
1995,Subaru,en-US
1995,Suzuki,en-US
1995,Toyota,en-US
1995,Volkswagen,en-US
1995,Volvo,en-US
1996,Acura,en-US
1996,Audi,en-US
1996,Bentley,en-US
1996,BMW,en-US
1996,Buick,en-US
1996,Cadillac,en-US
1996,Chevrolet,en-US
1996,Chrysler,en-US
1996,Dodge,en-US
1996,Eagle,en-US
1996,Ferrari,en-US
1996,Ford,en-US
1996,Geo,en-US
1996,GMC,en-US
1996,Honda,en-US
1996,HUMMER,en-US
1996,Hyundai,en-US
1996,Infiniti,en-US
1996,Isuzu,en-US
1996,Jaguar,en-US
1996,Jeep,en-US
1996,Kia,en-US
1996,Lamborghini,en-US
1996,Land Rover,en-US
1996,Lexus,en-US
1996,Lincoln,en-US
1996,Mazda,en-US
1996,Mercedes-Benz,en-US
1996,Mercury,en-US
1996,Mitsubishi,en-US
1996,Nissan,en-US
1996,Oldsmobile,en-US
1996,Plymouth,en-US
1996,Pontiac,en-US
1996,Porsche,en-US
1996,Rolls-Royce,en-US
1996,Saab,en-US
1996,Saturn,en-US
1996,Subaru,en-US
1996,Suzuki,en-US
1996,Toyota,en-US
1996,Volkswagen,en-US
1996,Volvo,en-US
1997,Acura,en-US
1997,Aston Martin,en-US
1997,Audi,en-US
1997,Bentley,en-US
1997,BMW,en-US
1997,Buick,en-US
1997,Cadillac,en-US
1997,Chevrolet,en-US
1997,Chrysler,en-US
1997,Dodge,en-US
1997,Eagle,en-US
1997,Ferrari,en-US
1997,Ford,en-US
1997,Geo,en-US
1997,GMC,en-US
1997,Honda,en-US
1997,HUMMER,en-US
1997,Hyundai,en-US
1997,Infiniti,en-US
1997,Isuzu,en-US
1997,Jaguar,en-US
1997,Jeep,en-US
1997,Kia,en-US
1997,Lamborghini,en-US
1997,Land Rover,en-US
1997,Lexus,en-US
1997,Lincoln,en-US
1997,Lotus,en-US
1997,Mazda,en-US
1997,Mercedes-Benz,en-US
1997,Mercury,en-US
1997,Mitsubishi,en-US
1997,Nissan,en-US
1997,Oldsmobile,en-US
1997,Plymouth,en-US
1997,Pontiac,en-US
1997,Porsche,en-US
1997,Rolls-Royce,en-US
1997,Saab,en-US
1997,Saturn,en-US
1997,Subaru,en-US
1997,Suzuki,en-US
1997,Toyota,en-US
1997,Volkswagen,en-US
1997,Volvo,en-US
1998,Acura,en-US
1998,Aston Martin,en-US
1998,Audi,en-US
1998,Bentley,en-US
1998,BMW,en-US
1998,Buick,en-US
1998,Cadillac,en-US
1998,Chevrolet,en-US
1998,Chrysler,en-US
1998,Daewoo,en-US
1998,Dodge,en-US
1998,Eagle,en-US
1998,Ferrari,en-US
1998,Ford,en-US
1998,GMC,en-US
1998,Honda,en-US
1998,HUMMER,en-US
1998,Hyundai,en-US
1998,Infiniti,en-US
1998,Isuzu,en-US
1998,Jaguar,en-US
1998,Jeep,en-US
1998,Kia,en-US
1998,Lamborghini,en-US
1998,Land Rover,en-US
1998,Lexus,en-US
1998,Lincoln,en-US
1998,Lotus,en-US
1998,Mazda,en-US
1998,Mercedes-Benz,en-US
1998,Mercury,en-US
1998,Mitsubishi,en-US
1998,Nissan,en-US
1998,Oldsmobile,en-US
1998,Plymouth,en-US
1998,Pontiac,en-US
1998,Porsche,en-US
1998,Rolls-Royce,en-US
1998,Saab,en-US
1998,Saturn,en-US
1998,Subaru,en-US
1998,Suzuki,en-US
1998,Toyota,en-US
1998,Volkswagen,en-US
1998,Volvo,en-US
1999,Acura,en-US
1999,Aston Martin,en-US
1999,Audi,en-US
1999,Bentley,en-US
1999,BMW,en-US
1999,Buick,en-US
1999,Cadillac,en-US
1999,Chevrolet,en-US
1999,Chrysler,en-US
1999,Daewoo,en-US
1999,Dodge,en-US
1999,Ferrari,en-US
1999,Ford,en-US
1999,GMC,en-US
1999,Honda,en-US
1999,HUMMER,en-US
1999,Hyundai,en-US
1999,Infiniti,en-US
1999,Isuzu,en-US
1999,Jaguar,en-US
1999,Jeep,en-US
1999,Kia,en-US
1999,Lamborghini,en-US
1999,Land Rover,en-US
1999,Lexus,en-US
1999,Lincoln,en-US
1999,Lotus,en-US
1999,Mazda,en-US
1999,Mercedes-Benz,en-US
1999,Mercury,en-US
1999,Mitsubishi,en-US
1999,Nissan,en-US
1999,Oldsmobile,en-US
1999,Plymouth,en-US
1999,Pontiac,en-US
1999,Porsche,en-US
1999,Rolls-Royce,en-US
1999,Saab,en-US
1999,Saturn,en-US
1999,Subaru,en-US
1999,Suzuki,en-US
1999,Toyota,en-US
1999,Volkswagen,en-US
1999,Volvo,en-US
2000,Acura,en-US
2000,Aston Martin,en-US
2000,Audi,en-US
2000,Bentley,en-US
2000,BMW,en-US
2000,Buick,en-US
2000,Cadillac,en-US
2000,Chevrolet,en-US
2000,Chrysler,en-US
2000,Daewoo,en-US
2000,Dodge,en-US
2000,Ferrari,en-US
2000,FIAT,en-US
2000,Ford,en-US
2000,GMC,en-US
2000,Honda,en-US
2000,HUMMER,en-US
2000,Hyundai,en-US
2000,Infiniti,en-US
2000,Isuzu,en-US
2000,Jaguar,en-US
2000,Jeep,en-US
2000,Kia,en-US
2000,Lamborghini,en-US
2000,Land Rover,en-US
2000,Lexus,en-US
2000,Lincoln,en-US
2000,Lotus,en-US
2000,Mazda,en-US
2000,Mercedes-Benz,en-US
2000,Mercury,en-US
2000,Mitsubishi,en-US
2000,Nissan,en-US
2000,Oldsmobile,en-US
2000,Plymouth,en-US
2000,Pontiac,en-US
2000,Porsche,en-US
2000,Rolls-Royce,en-US
2000,Saab,en-US
2000,Saturn,en-US
2000,Subaru,en-US
2000,Suzuki,en-US
2000,Toyota,en-US
2000,Volkswagen,en-US
2000,Volvo,en-US
2001,Acura,en-US
2001,Aston Martin,en-US
2001,Audi,en-US
2001,Bentley,en-US
2001,BMW,en-US
2001,Buick,en-US
2001,Cadillac,en-US
2001,Chevrolet,en-US
2001,Chrysler,en-US
2001,Daewoo,en-US
2001,Dodge,en-US
2001,Ferrari,en-US
2001,Ford,en-US
2001,GMC,en-US
2001,Honda,en-US
2001,HUMMER,en-US
2001,Hyundai,en-US
2001,Infiniti,en-US
2001,Isuzu,en-US
2001,Jaguar,en-US
2001,Jeep,en-US
2001,Kia,en-US
2001,Lamborghini,en-US
2001,Land Rover,en-US
2001,Lexus,en-US
2001,Lincoln,en-US
2001,Lotus,en-US
2001,Mazda,en-US
2001,Mercedes-Benz,en-US
2001,Mercury,en-US
2001,Mitsubishi,en-US
2001,Nissan,en-US
2001,Oldsmobile,en-US
2001,Plymouth,en-US
2001,Pontiac,en-US
2001,Porsche,en-US
2001,Rolls-Royce,en-US
2001,Saab,en-US
2001,Saturn,en-US
2001,Subaru,en-US
2001,Suzuki,en-US
2001,Toyota,en-US
2001,Volkswagen,en-US
2001,Volvo,en-US
2002,Acura,en-US
2002,Aston Martin,en-US
2002,Audi,en-US
2002,Bentley,en-US
2002,BMW,en-US
2002,Buick,en-US
2002,Cadillac,en-US
2002,Chevrolet,en-US
2002,Chrysler,en-US
2002,Daewoo,en-US
2002,Dodge,en-US
2002,Ferrari,en-US
2002,Ford,en-US
2002,Freightliner,en-US
2002,GMC,en-US
2002,Honda,en-US
2002,HUMMER,en-US
2002,Hyundai,en-US
2002,Infiniti,en-US
2002,Isuzu,en-US
2002,Jaguar,en-US
2002,Jeep,en-US
2002,Kia,en-US
2002,Lamborghini,en-US
2002,Land Rover,en-US
2002,Lexus,en-US
2002,Lincoln,en-US
2002,Lotus,en-US
2002,Maserati,en-US
2002,Mazda,en-US
2002,Mercedes-Benz,en-US
2002,Mercury,en-US
2002,MINI,en-US
2002,Mitsubishi,en-US
2002,Nissan,en-US
2002,Oldsmobile,en-US
2002,Pontiac,en-US
2002,Porsche,en-US
2002,Rolls-Royce,en-US
2002,Saab,en-US
2002,Saturn,en-US
2002,Subaru,en-US
2002,Suzuki,en-US
2002,Toyota,en-US
2002,Volkswagen,en-US
2002,Volvo,en-US
2003,Acura,en-US
2003,Aston Martin,en-US
2003,Audi,en-US
2003,Bentley,en-US
2003,BMW,en-US
2003,Buick,en-US
2003,Cadillac,en-US
2003,Chevrolet,en-US
2003,Chrysler,en-US
2003,Daewoo,en-US
2003,Dodge,en-US
2003,Ferrari,en-US
2003,Ford,en-US
2003,GMC,en-US
2003,Honda,en-US
2003,HUMMER,en-US
2003,Hyundai,en-US
2003,Infiniti,en-US
2003,Isuzu,en-US
2003,Jaguar,en-US
2003,Jeep,en-US
2003,Kia,en-US
2003,Lamborghini,en-US
2003,Land Rover,en-US
2003,Lexus,en-US
2003,Lincoln,en-US
2003,Lotus,en-US
2003,Maserati,en-US
2003,Mazda,en-US
2003,Mercedes-Benz,en-US
2003,Mercury,en-US
2003,MINI,en-US
2003,Mitsubishi,en-US
2003,Nissan,en-US
2003,Oldsmobile,en-US
2003,Pontiac,en-US
2003,Porsche,en-US
2003,Saab,en-US
2003,Saturn,en-US
2003,Subaru,en-US
2003,Suzuki,en-US
2003,Toyota,en-US
2003,Volkswagen,en-US
2003,Volvo,en-US
2004,Acura,en-US
2004,Aston Martin,en-US
2004,Audi,en-US
2004,Bentley,en-US
2004,BMW,en-US
2004,Buick,en-US
2004,Cadillac,en-US
2004,Chevrolet,en-US
2004,Chrysler,en-US
2004,Dodge,en-US
2004,Ferrari,en-US
2004,Ford,en-US
2004,GMC,en-US
2004,Honda,en-US
2004,HUMMER,en-US
2004,Hyundai,en-US
2004,Infiniti,en-US
2004,Isuzu,en-US
2004,Jaguar,en-US
2004,Jeep,en-US
2004,Kia,en-US
2004,Lamborghini,en-US
2004,Land Rover,en-US
2004,Lexus,en-US
2004,Lincoln,en-US
2004,Lotus,en-US
2004,Maserati,en-US
2004,Maybach,en-US
2004,Mazda,en-US
2004,Mercedes-Benz,en-US
2004,Mercury,en-US
2004,MINI,en-US
2004,Mitsubishi,en-US
2004,Nissan,en-US
2004,Oldsmobile,en-US
2004,Pontiac,en-US
2004,Porsche,en-US
2004,Rolls-Royce,en-US
2004,Saab,en-US
2004,Saturn,en-US
2004,Scion,en-US
2004,smart,en-US
2004,Subaru,en-US
2004,Suzuki,en-US
2004,Toyota,en-US
2004,Volkswagen,en-US
2004,Volvo,en-US
2005,Acura,en-US
2005,Aston Martin,en-US
2005,Audi,en-US
2005,Bentley,en-US
2005,BMW,en-US
2005,Buick,en-US
2005,Cadillac,en-US
2005,Chevrolet,en-US
2005,Chrysler,en-US
2005,Dodge,en-US
2005,Ferrari,en-US
2005,Ford,en-US
2005,Freightliner,en-US
2005,GMC,en-US
2005,Honda,en-US
2005,HUMMER,en-US
2005,Hyundai,en-US
2005,Infiniti,en-US
2005,Isuzu,en-US
2005,Jaguar,en-US
2005,Jeep,en-US
2005,Kia,en-US
2005,Lamborghini,en-US
2005,Land Rover,en-US
2005,Lexus,en-US
2005,Lincoln,en-US
2005,Lotus,en-US
2005,Maserati,en-US
2005,Maybach,en-US
2005,Mazda,en-US
2005,Mercedes-Benz,en-US
2005,Mercury,en-US
2005,MINI,en-US
2005,Mitsubishi,en-US
2005,Nissan,en-US
2005,Pontiac,en-US
2005,Porsche,en-US
2005,Rolls-Royce,en-US
2005,Saab,en-US
2005,Saturn,en-US
2005,Scion,en-US
2005,smart,en-US
2005,Subaru,en-US
2005,Suzuki,en-US
2005,Toyota,en-US
2005,Volkswagen,en-US
2005,Volvo,en-US
2006,Acura,en-US
2006,Aston Martin,en-US
2006,Audi,en-US
2006,Bentley,en-US
2006,BMW,en-US
2006,Buick,en-US
2006,Cadillac,en-US
2006,Chevrolet,en-US
2006,Chrysler,en-US
2006,Dodge,en-US
2006,Ferrari,en-US
2006,Ford,en-US
2006,Freightliner,en-US
2006,GMC,en-US
2006,Honda,en-US
2006,HUMMER,en-US
2006,Hyundai,en-US
2006,Infiniti,en-US
2006,Isuzu,en-US
2006,Jaguar,en-US
2006,Jeep,en-US
2006,Kia,en-US
2006,Lamborghini,en-US
2006,Land Rover,en-US
2006,Lexus,en-US
2006,Lincoln,en-US
2006,Lotus,en-US
2006,Maserati,en-US
2006,Maybach,en-US
2006,Mazda,en-US
2006,Mercedes-Benz,en-US
2006,Mercury,en-US
2006,MINI,en-US
2006,Mitsubishi,en-US
2006,Nissan,en-US
2006,Pontiac,en-US
2006,Porsche,en-US
2006,Rolls-Royce,en-US
2006,Saab,en-US
2006,Saturn,en-US
2006,Scion,en-US
2006,smart,en-US
2006,Subaru,en-US
2006,Suzuki,en-US
2006,Toyota,en-US
2006,Volkswagen,en-US
2006,Volvo,en-US
2007,Acura,en-US
