avgListPrice,county,state,statecode,medianPrice,popularity,latitude,longitude
5000000,ORANGE,California,CA,,,33.7877944,-117.8531119
3919716,New York,New York,NY,1199000,5,40.7127837,-74.0059413
3880872,Pitkin,Colorado,CO,613750,11,38.6091612,-106.5166957
3707588,Nantucket,Massachusetts,MA,815000,13,41.2834704,-70.099451
3250000,WALTON,Florida,FL,,,30.5640199,-86.1751759
2316871,Teton,Wyoming,WY,,2,43.853632,-110.6314491
2305144,Dukes,Massachusetts,MA,535000,14,41.4039539,-70.6692655
2071961,San Miguel,Colorado,CO,578637,29,37.9781237,-108.1428669
1966705,Eagle,Colorado,CO,,12,39.6552634,-106.8286507
1958468,Summit,Utah,UT,,4,37.801087,-112.9363354
1912228,Marin,California,CA,898750,20,38.083403,-122.7633036
1695213,Santa Barbara,California,CA,465000,16,34.4208305,-119.6981901
1572305,San Mateo,California,CA,1050000,6,37.5629917,-122.3255254
1546060,San Francisco,California,CA,1160000,,37.7749295,-122.4194155
1399999,Lyman,South Dakota,SD,,41,43.9016694,-99.8124935
1266650,Sutton,Texas,TX,,221,30.5598827,-100.5296115
1218207,Wheeler,Oregon,OR,,35,45.688996,-123.8806879
1200000,Cherry,Nebraska,NE,,26,42.474114,-101.1617356
1170680,Monterey,California,CA,468250,21,36.6002378,-121.8946761
1126423,Kings,New York,NY,730000,6,40.6528762,-73.959494
1119247,Orange,California,CA,630000,3,33.7877944,-117.8531119
1110375,Armstrong,Texas,TX,,174,26.9224703,-97.7898963
1089500,Glasscock,Texas,TX,,219,31.912308,-101.6157773
1066860,Blaine,Idaho,ID,,10,43.4743428,-113.9664446
1054953,Westchester,New York,NY,535000,1,41.1220194,-73.7948516
1046584,Santa Clara,California,CA,850000,9,37.3541079,-121.9552356
1045333,Suffolk,Massachusetts,MA,372500,3,42.3522866,-71.0504229
1001213,Los Angeles,California,CA,525000,1,34.0522342,-118.2436849
962886,Summit,Colorado,CO,452000,10,39.5911871,-106.0640179
954975,Grant,North Dakota,ND,,41,46.3951108,-101.5535564
944533,Falls Church,Virginia,VA,806000,25,38.882334,-77.1710914
925044,Monroe,Florida,FL,518000,22,24.5557001,-81.7825985
898037,Fairfield,Connecticut,CT,370000,1,41.1408363,-73.2612615
879527,San Juan,Washington,WA,364820,31,48.5513671,-123.0781062
865311,Boulder,Colorado,CO,435000,5,40.0149856,-105.2705456
861862,Suffolk,New York,NY,356000,3,40.9848784,-72.6151169
824431,Clear Creek,Colorado,CO,295000,34,39.7967637,-105.0426542
824344,Ventura,California,CA,535000,10,34.274646,-119.2290316
822776,Napa,California,CA,585000,26,38.2975381,-122.286865
810114,San Diego,California,CA,495000,2,32.715738,-117.1610838
805942,Nassau,New York,NY,471000,2,40.6546145,-73.5594128
804772,Norfolk,Massachusetts,MA,360450,2,42.1195426,-71.3250563
790198,Santa Cruz,California,CA,653500,19,36.9741171,-122.0307963
784375,Hood River,Oregon,OR,395000,24,45.7053966,-121.5214623
778371,Wasatch,Utah,UT,,8,40.3629418,-110.9983515
777937,Sonoma,California,CA,529000,12,38.291859,-122.4580356
772708,Arlington,Virginia,VA,520000,6,38.8816208,-77.0909809
750000,Atkinson,Georgia,GA,65250,138,31.2932161,-82.8640623
750000,Aurora,South Dakota,SD,,51,44.2841347,-96.685606
749957,Alameda,California,CA,685000,7,37.7652065,-122.2416355
743218,Williamson,Tennessee,TN,414069,5,35.9179271,-86.8621827
741500,FORREST,Mississippi,MS,,,31.2148677,-89.2847251
738050,Fauquier,Virginia,VA,337500,20,38.7208787,-77.7909776
726543,Jackson,Colorado,CO,,37,40.6819242,-106.2522143
720542,Talbot,Maryland,MD,303000,20,38.7803973,-76.1319953
720251,Madison,Montana,MT,,18,45.466729,-111.8865015
715361,Queens,New York,NY,595000,4,40.7282239,-73.7948516
712633,Garfield,Nebraska,NE,,73,41.9678957,-98.9245343
711695,Middlesex,Massachusetts,MA,330000,1,42.467206,-71.2874209
711152,Newport,Rhode Island,RI,343500,3,41.4901024,-71.3128285
706483,Barnstable,Massachusetts,MA,271250,8,41.7003208,-70.3002024
704816,Douglas,Colorado,CO,410000,6,39.2587106,-104.9388853
701157,Placer,California,CA,416250,13,39.0915751,-120.8039474
698186,Montgomery,Maryland,MD,420500,1,39.1547426,-77.2405153
697334,Douglas,Nevada,NV,300000,3,38.9265035,-119.6499162
691129,Contra Costa,California,CA,500000,8,37.8534093,-121.9017954
687081,Bergen,New Jersey,NJ,450000,1,40.9262762,-74.07701
685472,Collier,Florida,FL,310000,13,26.069985,-81.4278984
682439,San Luis Obispo,California,CA,490000,15,35.2827524,-120.6596156
675476,King,Washington,WA,465000,1,47.5480339,-121.9836029
672304,Miami-Dade,Florida,FL,,1,25.5516034,-80.6326916
656744,Kendall,Texas,TX,,31,29.9603413,-98.7481167
656205,La Plata,Colorado,CO,335000,13,37.2125857,-107.763621
655460,Charleston,South Carolina,SC,285250,5,32.7764749,-79.9310512
652249,Albemarle,Virginia,VA,265000,48,38.0567092,-78.6114999
646492,Gillespie,Texas,TX,,39,30.314993,-98.9245343
642776,Richmond,New York,NY,,11,42.8214796,-77.5390127
639873,Loudoun,Virginia,VA,425000,3,39.076767,-77.6536125
623315,Gallatin,Montana,MT,,1,45.5388865,-111.1194231
619364,Mendocino,California,CA,325000,28,39.3076744,-123.7994591
617450,Hanson,South Dakota,SD,,46,43.6082107,-97.6982272
612884,Walton,Florida,FL,,27,30.5640199,-86.1751759
612402,Gunnison,Colorado,CO,249500,15,38.5458246,-106.9253207
610033,Alexandria,Virginia,VA,599250,112,38.8048355,-77.0469214
603138,Bristol,Rhode Island,RI,332950,5,41.6771101,-71.2662025
597290,Clackamas,Oregon,OR,365000,2,45.4076205,-122.5703692
594035,Routt,Colorado,CO,369000,22,40.4771623,-107.1011931
591084,Palm Beach,Florida,FL,261500,3,26.7056206,-80.0364297
590830,Rappahannock,Virginia,VA,269000,87,38.6762327,-78.1564432
589806,Clarke,Virginia,VA,435395,61,39.1516583,-77.973865
589693,El Dorado,California,CA,395000,23,38.6801437,-120.8412807
588254,Jefferson,Colorado,CO,374000,1,39.377255,-105.8005988
576498,Currituck,North Carolina,NC,280000,55,36.4189826,-75.946324
573680,Essex,Massachusetts,MA,297000,4,42.6319582,-70.7829315
571444,Llano,Texas,TX,,35,30.7593452,-98.6750379
567633,Nevada,California,CA,381000,27,39.1346666,-121.1710389
567568,Greene,Georgia,GA,323000,74,33.5186591,-83.1649001
565570,Denver,Colorado,CO,358250,3,39.7392358,-104.990251
552553,Archuleta,Colorado,CO,211000,23,37.1604318,-107.0067031
550674,San Benito,California,CA,460000,37,36.5760883,-120.9876321
549318,Ouray,Colorado,CO,335000,36,38.0227716,-107.6714487
546668,Broomfield,Colorado,CO,365000,30,39.9205411,-105.0866504
542258,Mono,California,CA,330000,40,37.9218608,-118.9528645
541828,Washington,Rhode Island,RI,330000,2,41.4568113,-71.6673352
540026,Monmouth,New Jersey,NJ,375000,4,40.2589455,-74.123996
538034,Rabun,Georgia,GA,186415,46,34.9027286,-83.3789389
535465,Morgan,Utah,UT,,13,41.036056,-111.6768769
534000,East Carroll,Louisiana,LA,,64,32.7570923,-91.2506002
533276,Grand,Colorado,CO,282000,19,39.4818366,-106.067701
530556,Dallas,Texas,TX,,6,32.7766642,-96.7969879
528484,Hudson,New Jersey,NJ,350500,2,40.7453199,-74.0535126
525000,Sioux,Nebraska,NE,,37,42.5012873,-103.7289167
524113,Somerset,New Jersey,NJ,375000,13,40.497604,-74.4884868
524012,Garfield,Colorado,CO,,24,39.6584775,-107.763621
518692,Beaufort,South Carolina,SC,262760,3,32.4315813,-80.6698286
517391,Indian River,Florida,FL,188250,28,27.6947732,-80.543845
516017,Multnomah,Oregon,OR,344000,19,45.5145659,-122.5863212
514444,Washington,Texas,TX,,67,30.3252749,-96.1573104
511958,Bath,Virginia,VA,112000,91,38.111733,-79.6502105
509902,Valley,Idaho,ID,,8,44.9204669,-115.7926381
508996,Hennepin,Minnesota,MN,240000,1,45.0208911,-93.5094574
506730,Rockland,New York,NY,420000,13,41.9456157,-74.8039205
504643,Morris,New Jersey,NJ,,7,40.8336038,-74.5463282
501645,Washoe,Nevada,NV,285000,2,40.5608387,-119.6035495
499900,OKLAHOMA,Oklahoma,OK,,,35.0077519,-97.092877
498575,Martin,Florida,FL,238750,23,29.29361,-82.19056
497500,Nome,Alaska,AK,,16,64.5011111,-165.4063889
495845,Arapahoe,Colorado,CO,308500,26,38.8533381,-102.1762596
490563,Madison,Virginia,VA,210000,89,38.3804062,-78.2575035
488384,Howard,Maryland,MD,375000,6,39.2873463,-76.964306
487770,Grand,Utah,UT,,12,39.0086287,-109.5613343
486763,Ravalli,Montana,MT,,7,47.2726443,-114.1730085
486536,Woodford,Kentucky,KY,,28,38.0721662,-84.7315563
485390,Dare,North Carolina,NC,,22,35.6549619,-75.6208088
484192,Sarasota,Florida,FL,220000,10,27.3364347,-82.5306527
484164,Fulton,Georgia,GA,269900,4,33.8033965,-84.3962535
482641,Santa Fe,New Mexico,NM,,2,35.6869752,-105.937799
482493,Yamhill,Oregon,OR,285250,16,45.3415036,-123.1873291
481748,Washington,Oregon,OR,335000,1,45.5469616,-123.1386021
479262,Transylvania,North Carolina,NC,225000,47,35.2190534,-82.7778579
477975,Carbon,Montana,MT,,16,45.2820195,-109.100255
474720,Oldham,Kentucky,KY,245000,10,38.3560025,-85.4788065
474197,Cape May,New Jersey,NJ,223000,15,38.9351125,-74.9060053
473741,Teton,Idaho,ID,,22,43.886579,-111.6777396
472638,Bronx,New York,NY,395200,7,40.8447819,-73.8648268
469129,Travis,Texas,TX,,15,31.1354588,-97.0027678
468747,Collin,Texas,TX,,7,33.1795213,-96.4929797
468312,Lake,Montana,MT,,10,47.9056393,-114.1155537
465797,Buncombe,North Carolina,NC,,4,35.5931377,-82.4752757
462902,Orange,North Carolina,NC,,12,36.0263022,-79.1096901
462625,DuPage,Illinois,IL,,3,41.8243831,-88.0900762
457353,Plymouth,Massachusetts,MA,270000,5,41.9584457,-70.6672621
456895,Yolo,California,CA,360000,11,38.732968,-121.8072828
456216,Goochland,Virginia,VA,355000,76,37.7415997,-77.973865
453935,Chester,Pennsylvania,PA,294000,6,39.849557,-75.3557457
453459,Lake,Illinois,IL,212750,4,42.3689363,-87.8271534
449865,Kootenai,Idaho,ID,,2,48.3102037,-116.5135257
449668,Gilpin,Colorado,CO,357000,54,39.8770159,-105.4536718
448795,Jackson,North Carolina,NC,,44,36.3895976,-77.4213614
448167,Carver,Minnesota,MN,258750,8,44.7633943,-93.6254404
448139,Elbert,Colorado,CO,408000,20,39.2194678,-104.5371508
447704,Riverside,California,CA,542250,4,33.9533487,-117.3961564
446532,Salt Lake,Utah,UT,,1,40.7607793,-111.8910474
446328,Washington,Minnesota,MN,247000,2,44.8896877,-92.8577105
446326,Davidson,Tennessee,TN,225000,1,36.1342563,-86.8220341
446210,Polk,North Carolina,NC,,67,35.2686842,-82.1713632
445311,Fredericksburg,Virginia,VA,275000,114,38.3031837,-77.4605399
443586,Queen Anne's,Maryland,MD,308622,18,39.0263572,-76.1319953
443473,Burnet,Texas,TX,,66,30.7582376,-98.2283585
442538,Northampton,Virginia,VA,231800,24,37.226762,-75.9927652
442372,Deschutes,Oregon,OR,305000,4,43.83251,-121.2616541
441230,Lancaster,Virginia,VA,218000,74,37.7475945,-76.5025742
440842,Sweet Grass,Montana,MT,,20,48.9961099,-111.9675752
440470,Larimer,Colorado,CO,320000,7,40.6955572,-105.5943388
437911,Denton,Texas,TX,,4,33.2148412,-97.1330683
436072,Bucks,Pennsylvania,PA,271000,3,40.4107964,-75.2479061
433288,Morgan,Georgia,GA,185000,52,31.5376731,-84.5993601
432966,Piute,Utah,UT,,28,38.3997408,-112.1430215
431232,Clatsop,Oregon,OR,256850,10,46.0210796,-123.7653042
431110,Forsyth,Georgia,GA,280000,19,33.0342974,-83.938242
429577,Kittitas,Washington,WA,165000,12,46.9831822,-120.4170102
428955,Clark,Washington,WA,285000,6,45.7466471,-122.5194378
428616,Hunterdon,New Jersey,NJ,343500,19,40.5669515,-74.9208772
425482,Island,Washington,WA,286000,17,48.19765,-122.579457
424843,Prince William,Virginia,VA,330000,5,38.7838939,-77.6077865
421749,Dawson,Georgia,GA,175000,35,31.7735001,-84.4465826
420380,Scott,Minnesota,MN,247175,7,44.6834072,-93.5407909
419782,PIMA,Arizona,AZ,,,32.8961755,-109.8275815
419544,Curry,Oregon,OR,337000,17,42.5440503,-124.2781761
417815,Solano,California,CA,365000,24,38.3104969,-121.9017954
417671,Snohomish,Washington,WA,353000,4,47.9128756,-122.0981848
417107,Bonner,Idaho,ID,,6,48.2751783,-116.5931483
415896,Union,North Carolina,NC,226000,8,34.9338651,-80.543845
415797,James City,Virginia,VA,294450,,37.3002132,-76.8028933
415339,Amador,California,CA,256250,44,38.3488921,-120.7740931
415010,Georgetown,South Carolina,SC,211000,7,33.376834,-79.2944964
414873,Putnam,New York,NY,274000,16,43.7467286,-73.3970613
414628,Blanco,Texas,TX,,81,30.0979862,-98.4214095
414572,Iredell,North Carolina,NC,185000,18,35.8310501,-80.8986502
414477,Anne Arundel,Maryland,MD,308000,4,38.9530109,-76.5488232
413697,Whatcom,Washington,WA,300000,8,48.8787167,-121.9718657
413676,Sitka,Alaska,AK,,,57.0530556,-135.33
412428,Jackson,Oregon,OR,263500,5,42.334535,-122.7646577
412345,Oconee,Georgia,GA,221000,34,32.8554338,-82.949866
412236,Cooke,Texas,TX,,64,33.6672185,-97.3516558
411392,Park,Montana,MT,,9,48.7596128,-113.7870225
410139,Chittenden,Vermont,VT,284000,1,43.7271064,-72.9428417
408721,Waukesha,Wisconsin,WI,260000,3,43.0116784,-88.2314813
407627,Waller,Texas,TX,,71,30.0566085,-95.9268986
407500,Dundy,Nebraska,NE,,67,40.1306121,-101.6157773
406458,Park,Wyoming,WY,,5,41.1395177,-104.8176325
406302,Charlottesville,Virginia,VA,,11,38.0293059,-78.4766781
405875,Delaware,Ohio,OH,234000,17,40.2986724,-83.067965
403926,Glynn,Georgia,GA,204775,10,31.2624169,-81.6035062
403808,Litchfield,Connecticut,CT,197000,5,41.7472642,-73.1887165
403306,Bandera,Texas,TX,,78,29.7266131,-99.0736462
401903,Greenbrier,West Virginia,WV,,21,37.786699,-80.304993
401772,Lafayette,Mississippi,MS,,7,34.4186994,-89.4742177
401374,Crook,Oregon,OR,220000,23,44.0978126,-120.0963654
401097,Ozaukee,Wisconsin,WI,248350,15,43.367713,-87.927309
400958,Rockingham,New Hampshire,NH,283000,1,42.9931261,-71.0497768
400144,Manatee,Florida,FL,230000,16,27.4799195,-82.345189
399591,Boone,Indiana,IN,,16,40.0106163,-86.4996546
398515,Fayette,Texas,TX,,86,29.8896442,-96.8350999
397776,Berkshire,Massachusetts,MA,143500,11,42.1668,-73.1496
396678,Broward,Florida,FL,225000,2,26.190096,-80.365865
396517,Maricopa,Arizona,AZ,230000,1,33.0581063,-112.0476423
396257,Austin,Texas,TX,,84,30.267153,-97.7430608
395330,Okaloosa,Florida,FL,211000,34,30.5773401,-86.6611083
394410,Alpine,California,CA,274000,52,32.8350521,-116.7664109
392656,Nelson,Virginia,VA,171500,38,37.7478599,-78.8835548
389862,Utah,Utah,UT,,2,39.3209801,-111.0937311
389675,Johnson,Kansas,KS,,1,37.5703377,-101.7506777
386880,Moore,Tennessee,TN,123250,93,35.2700506,-86.357952
385749,Fayette,Kentucky,KY,164800,2,38.0606478,-84.4802606
384935,Benton,Oregon,OR,301000,18,44.6281686,-123.3873877
384443,Columbia,New York,NY,,20,40.8075355,-73.9625727
382984,Skamania,Washington,WA,300000,13,45.6176095,-122.0488678
382165,Union,South Dakota,SD,218000,10,42.8621348,-96.7065914
382052,Josephine,Oregon,OR,235000,14,42.3447572,-123.4568737
380041,Kerr,Texas,TX,,38,30.0945305,-99.456155
379886,Mecklenburg,North Carolina,NC,210000,2,35.2632655,-80.8543847
379507,Hamilton,Indiana,IN,,3,41.5336616,-84.9127396
379477,Taos,New Mexico,NM,,5,36.4072485,-105.5730665
378233,Wake,North Carolina,NC,246500,1,35.8031909,-78.5660852
375698,Stafford,Virginia,VA,310500,8,38.4334566,-77.4242972
375249,Hays,Texas,TX,,17,30.1227118,-97.8722281
374661,Rockwall,Texas,TX,,43,32.9312336,-96.4597089
374571,Fort Bend,Texas,TX,,10,29.5692614,-95.8142885
374398,York,Maine,ME,,2,43.1617483,-70.6482581
373119,Montgomery,Texas,TX,,8,30.3882613,-95.6963355
373117,Palo Pinto,Texas,TX,,94,32.7679859,-98.2987543
372823,Knox,Maine,ME,,7,44.517294,-69.2133749
372561,Orange,Florida,FL,210000,5,28.5367285,-81.2868492
372208,Wilson,Tennessee,TN,250000,13,36.1626241,-86.2970998
371660,Calaveras,California,CA,264000,34,38.1960477,-120.6805037
371433,Watauga,North Carolina,NC,,19,36.1941825,-81.734942
371201,Union,New Jersey,NJ,,6,40.6975898,-74.2631635
370999,Nassau,Florida,FL,204950,36,30.5927334,-81.8224362
370935,Madison,Mississippi,MS,,5,32.4618086,-90.1153638
370485,Cobb,Georgia,GA,226750,2,31.9590772,-83.9884612
370243,Polk,Oregon,OR,241000,6,44.9266528,-123.4919256
370014,Lamoille,Vermont,VT,195000,7,44.6433418,-72.6314026
369500,Loudon,Tennessee,TN,169500,26,35.7328541,-84.3338112
369382,Grand Traverse,Michigan,MI,,14,44.687984,-85.520024
368845,Fayette,Georgia,GA,254000,16,33.4502206,-84.4802606
368400,ANOKA,Minnesota,MN,,,45.1977428,-93.3871758
366985,Missoula,Montana,MT,,3,46.8787176,-113.996586
366367,New Hanover,North Carolina,NC,215000,6,34.2154913,-77.8824596
365847,Tillamook,Oregon,OR,230000,15,45.4562158,-123.8440137
365453,Washington,Utah,UT,,3,37.1305373,-113.5082867
364836,Saint Johns,Florida,FL,254450,9,30.0820653,-81.5471201
364740,Humboldt,California,CA,259500,32,40.7450055,-123.8695086
364740,Cumberland,Maine,ME,,1,43.796573,-70.2585205
364634,Harris,Texas,TX,,2,29.7751825,-95.3102505
364500,Banner,Nebraska,NE,,79,41.500766,-103.6362715
363486,Hall,Georgia,GA,181950,11,34.30778,-83.804868
363426,Mathews,Virginia,VA,179000,82,37.3912302,-76.317414
363357,Presidio,Texas,TX,,142,29.5607383,-104.3721465
363073,Greene,Virginia,VA,,83,38.3120359,-78.4524591
362449,Pinellas,Florida,FL,192000,4,27.876394,-82.7778579
362023,Charles City,Virginia,VA,92950,,37.4018216,-77.1485163
361696,Oakland,Michigan,MI,200000,2,42.5921924,-83.336188
359940,Flathead,Montana,MT,,2,48.424152,-114.15315
359302,Lincoln,Oregon,OR,223800,8,44.609549,-123.942359
359008,Hancock,Maine,ME,,4,44.5291357,-68.2537463
358700,Mason,Texas,TX,,172,30.7487884,-99.230611
357044,El Paso,Colorado,CO,237200,2,38.9108325,-104.4723301
356844,Yavapai,Arizona,AZ,230000,4,34.6463981,-112.4291464
356726,Charlevoix,Michigan,MI,,48,45.3180632,-85.2584004
356721,Pointe Coupee,Louisiana,LA,,51,30.6102166,-91.5983959
356185,Powhatan,Virginia,VA,,42,37.5643209,-77.8824596
356046,Baldwin,Alabama,AL,149900,1,30.6010744,-87.7763333
355842,Northumberland,Virginia,VA,,66,37.9035732,-76.4100267
355212,Garrett,Maryland,MD,170000,21,39.5681243,-79.2902133
354986,Lee,Florida,FL,200000,8,30.4196584,-83.3004216
354855,King and Queen,Virginia,VA,,108,37.7298568,-76.8951551
354166,Williamsburg,Virginia,VA,220000,13,37.2707022,-76.7074571
353730,Skagit,Washington,WA,269000,9,48.4241961,-121.7114362
353395,Parker,Texas,TX,,20,33.0553975,-96.6219376
352727,Frederick,Maryland,MD,280000,7,39.4142688,-77.4105409
351725,Mineral,Colorado,CO,,51,37.6583677,-107.0067031
351258,Carroll,Maryland,MD,290000,12,39.5423418,-77.0564464
349344,Henderson,North Carolina,NC,218500,15,36.3295905,-78.3991638
349203,Addison,Vermont,VT,260000,8,44.0886671,-73.302622
348650,Brooks,Texas,TX,,223,27.0273057,-98.2212979
348431,Aransas,Texas,TX,,42,27.8339158,-97.0610994
348235,Chatham,North Carolina,NC,331250,45,35.7211289,-79.17807
347773,Adams,Colorado,CO,292250,16,39.8398269,-104.1930918
347469,Winchester,Virginia,VA,227500,,39.1856597,-78.1633341
347450,Platte,Missouri,MO,,2,39.3475649,-94.7691586
346701,Tarrant,Texas,TX,,1,32.7732044,-97.3516558
346482,Sacramento,California,CA,300000,14,38.5815719,-121.4943996
346117,Colorado,Texas,TX,,113,32.3881745,-100.8645576
346112,Haines,Alaska,AK,,15,59.2358333,-135.445
346075,Virginia Beach,Virginia,VA,249950,2,36.8529263,-75.977985
345506,Essex,New Jersey,NJ,341999,3,40.7947466,-74.2648829
345502,Macon,North Carolina,NC,484900,32,36.4387585,-78.0838809
345460,Jefferson,Washington,WA,299500,11,38.905994,-77.036973
345083,San Joaquin,California,CA,300000,22,36.6066162,-120.1890447
345066,Saratoga,New York,NY,245000,18,43.0324245,-73.9359821
344837,Lincoln,South Dakota,SD,,6,43.2026862,-96.8350999
344731,Franklin,Texas,TX,,182,31.0260194,-96.4852444
344445,West Feliciana,Louisiana,LA,,42,30.8423123,-91.4048249
344010,Washtenaw,Michigan,MI,216000,5,42.3076493,-83.8473015
343461,Sussex,Delaware,DE,275250,2,38.6530841,-75.4344727
343455,Montgomery,Pennsylvania,PA,261750,2,41.1703592,-76.8769076
343089,Franklin,Florida,FL,405000,46,29.7817695,-84.8567932
342551,Weld,Colorado,CO,287750,4,40.3920718,-104.7158226
342251,Windham,Vermont,VT,185250,3,43.1734338,-72.7234481
341545,Columbia,Oregon,OR,242500,21,45.9197103,-123.0357231
341529,Shelby,Kentucky,KY,185000,14,38.1778076,-85.2308414
341395,Mariposa,California,CA,242500,48,37.4849377,-119.9662843
340791,Greenville,South Carolina,SC,176000,8,34.8526176,-82.3940104
340754,Bennington,Vermont,VT,182500,6,42.8781345,-73.1967741
340447,Carroll,New Hampshire,NH,186266,6,44.2983959,-71.540637
339995,AIKEN,South Carolina,SC,,,33.5604168,-81.7195533
339509,Orleans,Louisiana,LA,,62,29.9510658,-90.0715323
339225,Sheridan,Wyoming,WY,,9,44.7971939,-106.9561791
339116,Dakota,Minnesota,MN,245900,3,43.9135799,-91.3605035
338870,Ocean,New Jersey,NJ,246000,8,40.2479729,-74.029843
337984,Davis,Utah,UT,,7,40.9628845,-112.0953297
337416,Middlesex,Connecticut,CT,224950,6,41.4698505,-72.4731529
336467,Pickens,Georgia,GA,168450,37,34.4497166,-84.4592701
335400,MITCHELL,North Carolina,NC,,,36.0277763,-82.1496049
335170,Anchorage,Alaska,AK,,1,61.2180556,-149.9002778
334612,Williamson,Texas,TX,,3,30.7591685,-97.6982272
333790,Coconino,Arizona,AZ,280000,6,35.6647545,-111.4752851
333331,Middlesex,Virginia,VA,225000,90,37.6040106,-76.5257007
332726,Spotsylvania,Virginia,VA,255000,47,38.204165,-77.6077865
332250,Pierce,Washington,WA,274168,3,46.6348589,-119.4522464
331863,Avery,North Carolina,NC,,73,36.1198414,-81.909826
331215,Park,Colorado,CO,288500,17,38.7287825,-104.8396245
330573,Culpeper,Virginia,VA,243900,39,38.4729632,-77.9962512
329862,Dolores,Colorado,CO,117500,52,37.4738818,-108.5045356
329708,Hinsdale,Colorado,CO,,41,37.9316309,-107.3848831
329637,Benzie,Michigan,MI,,56,44.6458455,-86.0371264
329425,Grimes,Texas,TX,,85,30.4829853,-95.9832577
328981,Madison,Idaho,ID,,19,43.7508332,-111.5583742
328930,Calvert,Maryland,MD,275000,19,38.4949503,-76.5025742
328842,Real,Texas,TX,,165,29.8851459,-99.8124935
328521,Ottawa,Michigan,MI,184000,6,42.953023,-86.0937312
328370,King George,Virginia,VA,274900,50,38.2664512,-77.1807842
328164,Flagler,Florida,FL,200000,25,29.4086072,-81.2518833
328092,San Juan,Utah,UT,,15,37.4634157,-109.7591675
328021,Hanover,Virginia,VA,250000,19,37.7772071,-77.5160788
327666,Seminole,Florida,FL,227000,15,27.8397466,-82.7912134
327068,Red River,Texas,TX,,121,33.6072302,-94.976654
326938,Carson City,Nevada,NV,243075,,39.1637984,-119.7674034
326728,Windsor,Vermont,VT,180000,2,43.4799996,-72.3865679
325754,Kitsap,Washington,WA,146000,2,47.6476607,-122.6412583
325257,Walworth,Wisconsin,WI,178000,7,42.5311279,-88.5995456
325096,San Bernardino,California,CA,281750,5,34.1083449,-117.2897652
324456,Johnson,Wyoming,WY,,12,43.9557212,-106.4272801
324323,Cherokee,Georgia,GA,217000,8,34.2514526,-84.4802606
324237,Huerfano,Colorado,CO,110500,31,37.6125984,-104.9388853
324107,Fannin,Georgia,GA,207000,21,34.8580405,-84.2278796
323925,Bristol,Massachusetts,MA,200000,7,41.7938406,-71.1448516
323356,Putnam,Georgia,GA,208000,69,33.3069978,-83.3789389
323263,Sumner,Tennessee,TN,220000,14,36.4718084,-86.4996546
323091,Kimble,Texas,TX,,136,30.4338473,-99.8124935
323072,Louisa,Virginia,VA,182250,36,37.9925909,-77.973865
323001,Middlesex,New Jersey,NJ,295000,5,40.572603,-74.4926541
322453,Madera,California,CA,145000,36,36.9613356,-120.0607176
322085,Monroe,Arkansas,AR,,62,34.7348191,-91.1045658
322038,Lincoln,Maine,ME,,9,45.3622301,-68.5050006
321770,Lincoln,Wyoming,WY,,7,42.0703294,-110.5215459
321220,Clallam,Washington,WA,222000,10,48.0405122,-124.016766
320817,Dane,Wisconsin,WI,225000,1,43.2505472,-89.5015088
320733,Kane,Illinois,IL,201500,5,39.190047,-90.353727
320508,Cook,Illinois,IL,,1,41.5881503,-87.7377105
320493,Cameron,Louisiana,LA,,20,29.7977212,-93.3251535
320061,Kent,Maryland,MD,202037,16,39.2713804,-76.1319953
320009,Somervell,Texas,TX,,154,32.2547696,-97.7416703
318970,Los Alamos,New Mexico,NM,,,35.8800364,-106.3031138
318673,Madison,North Carolina,NC,,64,36.385415,-79.959485
318057,Adams,Idaho,ID,,30,44.9882561,-116.4916091
318000,Habersham,Georgia,GA,145250,60,34.6478893,-83.5496566
317868,Galveston,Texas,TX,,9,29.3013479,-94.7976958
317831,San Juan,Colorado,CO,245000,39,37.7573704,-107.71625
317827,Robertson,Texas,TX,,98,31.0080004,-96.4929797
317252,Warren,Ohio,OH,174450,15,41.2375569,-80.8184166
317247,Beaverhead,Montana,MT,,13,45.2135118,-113.1093046
317114,Custer,Idaho,ID,,24,44.3874133,-114.6959118
316622,Lincoln,North Carolina,NC,172500,42,35.4637028,-81.2078164
316318,Benton,Arkansas,AR,,1,34.5645371,-92.586828
315992,Worcester,Maryland,MD,215000,10,38.1584227,-75.4344727
315477,Lumpkin,Georgia,GA,165000,42,32.0509895,-84.7990901
315384,Lane,Oregon,OR,235000,3,43.9610092,-122.6618227
315276,East Feliciana,Louisiana,LA,,44,30.8458948,-91.0203224
315164,Brazos,Texas,TX,,27,30.6504141,-96.3226072
314850,Edwards,Texas,TX,,134,29.9282955,-100.439656
314411,Tuolumne,California,CA,240000,38,37.9627027,-120.2412999
313842,Rockbridge,Virginia,VA,158600,46,37.8062214,-79.5153773
313675,Poquoson,Virginia,VA,311000,14,37.1223664,-76.3457773
313343,Klickitat,Washington,WA,,29,45.8170668,-121.1525716
313139,York,Virginia,VA,266000,35,37.2103925,-76.3868797
312768,Montrose,Colorado,CO,194750,21,38.4783198,-107.8761738
312450,Chase,Kansas,KS,,64,38.355011,-98.3495111
312261,Gulf,Florida,FL,130000,43,29.8001623,-85.354965
311317,Mineral,Montana,MT,,19,47.1497031,-114.9626904
310834,Colusa,California,CA,195000,53,39.2143343,-122.0094175
