"locid","city","state","latitude","longitude","address","area","day","name","time","url"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",1,"God Could & Would If He Were Sought","09:30:00","http://aasf.org/vm.cfm?s=12321"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",1,"Survivors","12:00:00","http://aasf.org/vm.cfm?s=2637"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",1,"Serenity @ 3:00","15:00:00","http://aasf.org/vm.cfm?s=11692"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",1,"Living Sober","18:00:00","http://aasf.org/vm.cfm?s=2641"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",2,"Reveille","07:00:00","http://aasf.org/vm.cfm?s=2506"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",2,"God Could & Would If He Were Sought","09:30:00","http://aasf.org/vm.cfm?s=12325"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",2,"Noon","12:00:00","http://aasf.org/vm.cfm?s=2456"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",2,"Serenity @ 3:00","15:00:00","http://aasf.org/vm.cfm?s=11695"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",2,"T. G. I. Tuesday","18:00:00","http://aasf.org/vm.cfm?s=2640"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",3,"Reveille","07:00:00","http://aasf.org/vm.cfm?s=2507"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",3,"God Could & Would If He Were Sought","09:30:00","http://aasf.org/vm.cfm?s=12329"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",3,"Wednesday Noon","12:00:00","http://aasf.org/vm.cfm?s=2714"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",3,"Serenity @ 3:00","15:00:00","http://aasf.org/vm.cfm?s=11697"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",3,"Wednesday Mid-week","18:00:00","http://aasf.org/vm.cfm?s=2710"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",3,"Steps To The Solution","19:15:00","http://aasf.org/vm.cfm?s=2595"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",3,"Girls Night Out","20:15:00","http://aasf.org/vm.cfm?s=2245"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",4,"Reveille","07:00:00","http://aasf.org/vm.cfm?s=2505"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",4,"God Could & Would If He Were Sought","09:30:00","http://aasf.org/vm.cfm?s=12333"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",4,"Noon Discussion","12:00:00","http://aasf.org/vm.cfm?s=2457"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",4,"Serenity @ 3:00","15:00:00","http://aasf.org/vm.cfm?s=11699"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",4,"Happy Hour","18:00:00","http://aasf.org/vm.cfm?s=2321"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",5,"Reveille","07:00:00","http://aasf.org/vm.cfm?s=2508"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",5,"God Could & Would If He Were Sought","09:30:00","http://aasf.org/vm.cfm?s=12337"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",5,"Noon Hope","12:00:00","http://aasf.org/vm.cfm?s=2458"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",5,"Serenity @ 3:00","15:00:00","http://aasf.org/vm.cfm?s=11701"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",5,"T. G. I. F.","18:00:00","http://aasf.org/vm.cfm?s=2639"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",5,"As Bill Sees It","20:00:00","http://aasf.org/vm.cfm?s=2063"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",5,"Marin Young People","20:30:00","http://aasf.org/vm.cfm?s=2397"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",6,"Early Birds","06:00:00","http://aasf.org/vm.cfm?s=2181"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",6,"Reveille","07:00:00","http://aasf.org/vm.cfm?s=4572"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",6,"Streetfighters","09:00:00","http://aasf.org/vm.cfm?s=2601"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",6,"Serendipity","11:00:00","http://aasf.org/vm.cfm?s=2534"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",6,"Men's Stag","15:00:00","http://aasf.org/vm.cfm?s=2406"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",6,"Experience, Strength & Hope","18:00:00","http://aasf.org/vm.cfm?s=2198"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",6,"Alano Club Saturday Night","20:00:00","http://aasf.org/vm.cfm?s=2392"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",6,"Why It Works","21:15:00","http://aasf.org/vm.cfm?s=12278"
142635,"San Rafael","CA",37.97746656,-122.52225637,"1360 Lincoln Ave","Intercounty Fellowship Of A.A.",6,"Young Peoples' Chopsticks","22:30:00","http://aasf.org/vm.cfm?s=3443"
142652,"Bolinas","CA",37.8987,-122.704,"Elm Rd","Intercounty Fellowship Of A.A.",5,"Fireside","20:00:00","http://aasf.org/vm.cfm?s=2211"
142665,"Sausalito","CA",37.8551,-122.483,"142 San Carlos Ave","Intercounty Fellowship Of A.A.",2,"Gratitude","20:00:00","http://aasf.org/vm.cfm?s=2251"
142668,"Fairfax","CA",37.9986,-122.6,"2626 Sir Francis Drake Blvd","Intercounty Fellowship Of A.A.",3,"Wednesday Night Candlelight","20:00:00","http://aasf.org/vm.cfm?s=2711"
142668,"Fairfax","CA",37.9986,-122.6,"2626 Sir Francis Drake Blvd","Intercounty Fellowship Of A.A.",4,"Sunlight Of The Spirit","19:00:00","http://aasf.org/vm.cfm?s=2616"
142668,"Fairfax","CA",37.9986,-122.6,"2626 Sir Francis Drake Blvd","Intercounty Fellowship Of A.A.",6,"Conscious Contact","18:00:00","http://aasf.org/vm.cfm?s=3618"
144010,"Mill Valley","CA",37.9053,-122.552,"10 Old Mill St","Intercounty Fellowship Of A.A.",1,"Marin Newcomers","20:30:00","http://aasf.org/vm.cfm?s=2395"
144010,"Mill Valley","CA",37.9053,-122.552,"10 Old Mill St","Intercounty Fellowship Of A.A.",3,"Mill Valley Discussion","20:30:00","http://aasf.org/vm.cfm?s=2419"
144017,"Sausalito","CA",37.8597,-122.488,"420 Litho St","Intercounty Fellowship Of A.A.",0,"Why It Works - AA Comes Of Age Book Study","18:00:00","http://aasf.org/vm.cfm?s=10759"
144017,"Sausalito","CA",37.8597,-122.488,"420 Litho St","Intercounty Fellowship Of A.A.",0,"Caledonia","20:00:00","http://aasf.org/vm.cfm?s=2125"
144027,"San Rafael","CA",37.9704,-122.529,"618 B St","Intercounty Fellowship Of A.A.",2,"Tuesday Chip","20:30:00","http://aasf.org/vm.cfm?s=2685"
144040,"Fairfax","CA",37.99535946,-122.59597421,"2398 Sir Francis Drake Blvd","Intercounty Fellowship Of A.A.",1,"Ross Valley-Fairfax Group","19:15:00","http://aasf.org/vm.cfm?s=2518"
144040,"Fairfax","CA",37.99535946,-122.59597421,"2398 Sir Francis Drake Blvd","Intercounty Fellowship Of A.A.",5,"Fairfax Friday Night","20:00:00","http://aasf.org/vm.cfm?s=2203"
144043,"Stinson Beach","CA",37.899,-122.637,"32 Belvedere Ave","Intercounty Fellowship Of A.A.",0,"Candlelight Group","20:00:00","http://aasf.org/vm.cfm?s=2129"
144043,"Stinson Beach","CA",37.899,-122.637,"32 Belvedere Ave","Intercounty Fellowship Of A.A.",2,"Stinson Beach Big Book Study","20:00:00","http://aasf.org/vm.cfm?s=2596"
144043,"Stinson Beach","CA",37.899,-122.637,"32 Belvedere Ave","Intercounty Fellowship Of A.A.",4,"Stinson Beach Fellowship","20:00:00","http://aasf.org/vm.cfm?s=2597"
145385,"Mill Valley","CA",37.905,-122.552,"8 Olive St","Intercounty Fellowship Of A.A.",3,"The Mill Valley LGBTQ All Are Welcome","20:00:00","http://aasf.org/vm.cfm?s=2420"
145392,"Point Reyes Station","CA",38.0697,-122.808,"6th St","Intercounty Fellowship Of A.A.",1,"Morning Attitude Adjustment","07:00:00","http://aasf.org/vm.cfm?s=2860"
145392,"Point Reyes Station","CA",38.0697,-122.808,"6th St","Intercounty Fellowship Of A.A.",2,"Morning Attitude Adjustment","07:00:00","http://aasf.org/vm.cfm?s=2441"
145392,"Point Reyes Station","CA",38.0697,-122.808,"6th St","Intercounty Fellowship Of A.A.",3,"Wednesday Night Speaker Discussion","19:00:00","http://aasf.org/vm.cfm?s=2713"
145392,"Point Reyes Station","CA",38.0697,-122.808,"6th St","Intercounty Fellowship Of A.A.",5,"Morning Attitude Adjustment","07:00:00","http://aasf.org/vm.cfm?s=2861"
145402,"Corte Madera","CA",37.9196,-122.5,"5461 Paradise Dr.","Intercounty Fellowship Of A.A.",5,"Hillside Candlelight","20:30:00","http://aasf.org/vm.cfm?s=2342"
145402,"Corte Madera","CA",37.9196,-122.5,"5461 Paradise Dr.","Intercounty Fellowship Of A.A.",6,"Corte Madera Saturday Candlelight","20:00:00","http://aasf.org/vm.cfm?s=2527"
145415,"Corte Madera","CA",37.9264,-122.529,"2 Tamalpais Dr","Intercounty Fellowship Of A.A.",1,"7 AM Urgent Care Group","07:00:00","http://aasf.org/vm.cfm?s=2021"
145415,"Corte Madera","CA",37.9264,-122.529,"2 Tamalpais Dr","Intercounty Fellowship Of A.A.",1,"Candlelight Meditation","19:30:00","http://aasf.org/vm.cfm?s=2130"
145415,"Corte Madera","CA",37.9264,-122.529,"2 Tamalpais Dr","Intercounty Fellowship Of A.A.",2,"7 AM Urgent Care Group","07:00:00","http://aasf.org/vm.cfm?s=2023"
145415,"Corte Madera","CA",37.9264,-122.529,"2 Tamalpais Dr","Intercounty Fellowship Of A.A.",2,"Women's Big Book","10:30:00","http://aasf.org/vm.cfm?s=2734"
145415,"Corte Madera","CA",37.9264,-122.529,"2 Tamalpais Dr","Intercounty Fellowship Of A.A.",3,"7 AM Urgent Care Group","07:00:00","http://aasf.org/vm.cfm?s=2022"
145415,"Corte Madera","CA",37.9264,-122.529,"2 Tamalpais Dr","Intercounty Fellowship Of A.A.",3,"Women's 12 x 12","10:30:00","http://aasf.org/vm.cfm?s=13846"
145415,"Corte Madera","CA",37.9264,-122.529,"2 Tamalpais Dr","Intercounty Fellowship Of A.A.",4,"7 AM Urgent Care Group","07:00:00","http://aasf.org/vm.cfm?s=2024"
145415,"Corte Madera","CA",37.9264,-122.529,"2 Tamalpais Dr","Intercounty Fellowship Of A.A.",4,"Living Sober Ladies","10:00:00","http://aasf.org/vm.cfm?s=13380"
145415,"Corte Madera","CA",37.9264,-122.529,"2 Tamalpais Dr","Intercounty Fellowship Of A.A.",5,"7 AM Urgent Care Group","07:00:00","http://aasf.org/vm.cfm?s=2025"
145418,"Inverness","CA",38.0971,-122.856,"50 Inverness Way","Intercounty Fellowship Of A.A.",6,"Saturday Women's Speaker","18:00:00","http://aasf.org/vm.cfm?s=2530"
146760,"Inverness","CA",38.0972,-122.853,"15 Park Ave","Intercounty Fellowship Of A.A.",0,"Inverness Sunday Serenity","10:00:00","http://aasf.org/vm.cfm?s=2353"
146767,"Terra Linda","CA",38.0056,-122.553,"99 Montecillo Rd","Intercounty Fellowship Of A.A.",0,"Crossroads","12:00:00","http://aasf.org/vm.cfm?s=2149"
146777,"Mill Valley","CA",37.8795,-122.523,"60 Tennessee Valley Rd","Intercounty Fellowship Of A.A.",0,"Mill Valley","08:00:00","http://aasf.org/vm.cfm?s=2418"
146777,"Mill Valley","CA",37.8795,-122.523,"60 Tennessee Valley Rd","Intercounty Fellowship Of A.A.",1,"Mill Valley","07:00:00","http://aasf.org/vm.cfm?s=2416"
146777,"Mill Valley","CA",37.8795,-122.523,"60 Tennessee Valley Rd","Intercounty Fellowship Of A.A.",1,"Women's Step Study Group","12:00:00","http://aasf.org/vm.cfm?s=2739"
146777,"Mill Valley","CA",37.8795,-122.523,"60 Tennessee Valley Rd","Intercounty Fellowship Of A.A.",2,"Mill Valley","07:00:00","http://aasf.org/vm.cfm?s=2413"
146777,"Mill Valley","CA",37.8795,-122.523,"60 Tennessee Valley Rd","Intercounty Fellowship Of A.A.",3,"Mill Valley","07:00:00","http://aasf.org/vm.cfm?s=2414"
146777,"Mill Valley","CA",37.8795,-122.523,"60 Tennessee Valley Rd","Intercounty Fellowship Of A.A.",3,"Women For Women","12:00:00","http://aasf.org/vm.cfm?s=2726"
146777,"Mill Valley","CA",37.8795,-122.523,"60 Tennessee Valley Rd","Intercounty Fellowship Of A.A.",4,"Mill Valley","07:00:00","http://aasf.org/vm.cfm?s=2412"
146777,"Mill Valley","CA",37.8795,-122.523,"60 Tennessee Valley Rd","Intercounty Fellowship Of A.A.",5,"Mill Valley","07:00:00","http://aasf.org/vm.cfm?s=2415"
146777,"Mill Valley","CA",37.8795,-122.523,"60 Tennessee Valley Rd","Intercounty Fellowship Of A.A.",6,"Mill Valley","08:00:00","http://aasf.org/vm.cfm?s=2417"
146790,"Terra Linda","CA",38.0141,-122.549,"1100 Las Gallinas Ave","Intercounty Fellowship Of A.A.",1,"Steps To Freedom","19:30:00","http://aasf.org/vm.cfm?s=2594"
146790,"Terra Linda","CA",38.0141,-122.549,"1100 Las Gallinas Ave","Intercounty Fellowship Of A.A.",4,"Terra Linda Thursday Men's Stag","20:00:00","http://aasf.org/vm.cfm?s=2645"
146793,"Novato","CA",38.1178,-122.61,"2 San Marin Dr","Intercounty Fellowship Of A.A.",0,"Candlelight","20:30:00","http://aasf.org/vm.cfm?s=2128"
146793,"Novato","CA",38.1178,-122.61,"2 San Marin Dr","Intercounty Fellowship Of A.A.",6,"San Marin Step Study","20:30:00","http://aasf.org/vm.cfm?s=2522"
148135,"Novato","CA",38.094,-122.568,"1473 S Novato Blvd","Intercounty Fellowship Of A.A.",2,"Closed Women's Step Study","15:30:00","http://aasf.org/vm.cfm?s=2136"
148135,"Novato","CA",38.094,-122.568,"1473 S Novato Blvd","Intercounty Fellowship Of A.A.",2,"Tuesday Big Book","20:30:00","http://aasf.org/vm.cfm?s=2683"
148135,"Novato","CA",38.094,-122.568,"1473 S Novato Blvd","Intercounty Fellowship Of A.A.",4,"Beginners Help","20:00:00","http://aasf.org/vm.cfm?s=2091"
148142,"Mill Valley","CA",37.8965,-122.53,"410 Sycamore Ave","Intercounty Fellowship Of A.A.",1,"Happy, Joyous & Free","12:00:00","http://aasf.org/vm.cfm?s=2329"
148142,"Mill Valley","CA",37.8965,-122.53,"410 Sycamore Ave","Intercounty Fellowship Of A.A.",2,"Happy, Joyous & Free","12:00:00","http://aasf.org/vm.cfm?s=2326"
148142,"Mill Valley","CA",37.8965,-122.53,"410 Sycamore Ave","Intercounty Fellowship Of A.A.",2,"Tuesday Beginners Meeting","19:00:00","http://aasf.org/vm.cfm?s=2092"
148142,"Mill Valley","CA",37.8965,-122.53,"410 Sycamore Ave","Intercounty Fellowship Of A.A.",2,"'Tiburon' Closed","20:30:00","http://aasf.org/vm.cfm?s=1967"
148142,"Mill Valley","CA",37.8965,-122.53,"410 Sycamore Ave","Intercounty Fellowship Of A.A.",3,"Happy, Joyous & Free","12:00:00","http://aasf.org/vm.cfm?s=2327"
148142,"Mill Valley","CA",37.8965,-122.53,"410 Sycamore Ave","Intercounty Fellowship Of A.A.",4,"Happy, Joyous & Free","12:00:00","http://aasf.org/vm.cfm?s=2325"
148142,"Mill Valley","CA",37.8965,-122.53,"410 Sycamore Ave","Intercounty Fellowship Of A.A.",5,"Happy, Joyous & Free","12:00:00","http://aasf.org/vm.cfm?s=2328"
148142,"Mill Valley","CA",37.8965,-122.53,"410 Sycamore Ave","Intercounty Fellowship Of A.A.",6,"Three Step Group","17:30:00","http://aasf.org/vm.cfm?s=2665"
148142,"Mill Valley","CA",37.8965,-122.53,"410 Sycamore Ave","Intercounty Fellowship Of A.A.",6,"Saturday Serenity","20:00:00","http://aasf.org/vm.cfm?s=2529"
148152,"Mill Valley","CA",37.8999,-122.539,"285 Miller Ave","Intercounty Fellowship Of A.A.",5,"Downtown Mill Valley (Couch Meeting)","20:30:00","http://aasf.org/vm.cfm?s=2174"
148163,"San Rafael","CA",37.974,-122.528,"1104 5th Ave","Intercounty Fellowship Of A.A.",1,"Grupo San Rafael","19:30:00","http://aasf.org/vm.cfm?s=2170"
148163,"San Rafael","CA",37.974,-122.528,"1104 5th Ave","Intercounty Fellowship Of A.A.",2,"Grupo San Rafael","19:30:00","http://aasf.org/vm.cfm?s=2167"
148163,"San Rafael","CA",37.974,-122.528,"1104 5th Ave","Intercounty Fellowship Of A.A.",3,"Grupo San Rafael","19:30:00","http://aasf.org/vm.cfm?s=2168"
148163,"San Rafael","CA",37.974,-122.528,"1104 5th Ave","Intercounty Fellowship Of A.A.",4,"Grupo San Rafael","19:30:00","http://aasf.org/vm.cfm?s=2166"
148163,"San Rafael","CA",37.974,-122.528,"1104 5th Ave","Intercounty Fellowship Of A.A.",5,"Grupo San Rafael","19:30:00","http://aasf.org/vm.cfm?s=2169"
148163,"San Rafael","CA",37.974,-122.528,"1104 5th Ave","Intercounty Fellowship Of A.A.",6,"Grupo San Rafael","19:30:00","http://aasf.org/vm.cfm?s=2171"
148165,"Mill Valley","CA",37.9068,-122.546,"17 Buena Vista Ave","Intercounty Fellowship Of A.A.",4,"Thursday Night Speaker","20:30:00","http://aasf.org/vm.cfm?s=2671"
148168,"Novato","CA",38.0514,-122.53,"5400 Nave Dr","Intercounty Fellowship Of A.A.",1,"Primary Purpose","12:00:00","http://aasf.org/vm.cfm?s=9278"
148168,"Novato","CA",38.0514,-122.53,"5400 Nave Dr","Intercounty Fellowship Of A.A.",2,"Pathfinder's","12:00:00","http://aasf.org/vm.cfm?s=2487"
148168,"Novato","CA",38.0514,-122.53,"5400 Nave Dr","Intercounty Fellowship Of A.A.",3,"Working Dogs","12:00:00","http://aasf.org/vm.cfm?s=2741"
148168,"Novato","CA",38.0514,-122.53,"5400 Nave Dr","Intercounty Fellowship Of A.A.",4,"Refugee","12:00:00","http://aasf.org/vm.cfm?s=2502"
148168,"Novato","CA",38.0514,-122.53,"5400 Nave Dr","Intercounty Fellowship Of A.A.",5,"What's It All About","12:00:00","http://aasf.org/vm.cfm?s=2723"
148168,"Novato","CA",38.0514,-122.53,"5400 Nave Dr","Intercounty Fellowship Of A.A.",6,"Awakenings","08:30:00","http://aasf.org/vm.cfm?s=2082"
148180,"San Rafael","CA",37.9727,-122.517,"424 Mission Ave","Intercounty Fellowship Of A.A.",5,"Fireside","18:45:00","http://aasf.org/vm.cfm?s=2212"
149510,"San Anselmo","CA",37.9701,-122.567,"72 Kensington Rd","Intercounty Fellowship Of A.A.",4,"Thursday Night Miracles","20:00:00","http://aasf.org/vm.cfm?s=2670"
149517,"Sausalito","CA",37.8723,-122.51,"101 Donahue St","Intercounty Fellowship Of A.A.",1,"Marin City - 6 Nights: Monday","18:30:00","http://aasf.org/vm.cfm?s=2651"
149517,"Sausalito","CA",37.8723,-122.51,"101 Donahue St","Intercounty Fellowship Of A.A.",2,"Marin City - 6 Nights: Tuesday","18:30:00","http://aasf.org/vm.cfm?s=2393"
149517,"Sausalito","CA",37.8723,-122.51,"101 Donahue St","Intercounty Fellowship Of A.A.",3,"Marin City - 6 Nights: Wednesday","18:30:00","http://aasf.org/vm.cfm?s=2394"
149517,"Sausalito","CA",37.8723,-122.51,"101 Donahue St","Intercounty Fellowship Of A.A.",4,"Marin City - 6 Nights: Thursday","18:30:00","http://aasf.org/vm.cfm?s=2948"
149517,"Sausalito","CA",37.8723,-122.51,"101 Donahue St","Intercounty Fellowship Of A.A.",5,"Marin City - 6 Nights: Friday","18:30:00","http://aasf.org/vm.cfm?s=2391"
149517,"Sausalito","CA",37.8723,-122.51,"101 Donahue St","Intercounty Fellowship Of A.A.",6,"Marin City - 6 Nights: Saturday","18:30:00","http://aasf.org/vm.cfm?s=7305"
149527,"Larkspur","CA",37.9296,-122.535,"110 Magnolia Ave","Intercounty Fellowship Of A.A.",3,"Larkspur Beginners","19:00:00","http://aasf.org/vm.cfm?s=2089"
149527,"Larkspur","CA",37.9296,-122.535,"110 Magnolia Ave","Intercounty Fellowship Of A.A.",5,"Larkspur Beginners","19:00:00","http://aasf.org/vm.cfm?s=2367"
149527,"Larkspur","CA",37.9296,-122.535,"110 Magnolia Ave","Intercounty Fellowship Of A.A.",5,"Friday Night Book","20:30:00","http://aasf.org/vm.cfm?s=2231"
149527,"Larkspur","CA",37.9296,-122.535,"110 Magnolia Ave","Intercounty Fellowship Of A.A.",6,"12 & 12 Study","08:15:00","http://aasf.org/vm.cfm?s=1981"
149538,"San Geronimo","CA",38.0145,-122.664,"5900 Sir Francis Drake Blvd","Intercounty Fellowship Of A.A.",1,"San Geronimo Valley","20:00:00","http://aasf.org/vm.cfm?s=2521"
149538,"San Geronimo","CA",38.0145,-122.664,"5900 Sir Francis Drake Blvd","Intercounty Fellowship Of A.A.",5,"S.G. Valley Book Study","20:00:00","http://aasf.org/vm.cfm?s=2520"
149540,"Bolinas","CA",37.9057,-122.686,"30 Brighton Ave","Intercounty Fellowship Of A.A.",1,"Big Book Study & Meditation","19:00:00","http://aasf.org/vm.cfm?s=2432"
149543,"Novato","CA",38.1083,-122.576,"967 5th St","Intercounty Fellowship Of A.A.",1,"Gratitude","14:00:00","http://aasf.org/vm.cfm?s=2252"
149543,"Novato","CA",38.1083,-122.576,"967 5th St","Intercounty Fellowship Of A.A.",1,"11th Step Meeting","20:00:00","http://aasf.org/vm.cfm?s=1980"
149543,"Novato","CA",38.1083,-122.576,"967 5th St","Intercounty Fellowship Of A.A.",5,"Novato Spirit Discussion","14:00:00","http://aasf.org/vm.cfm?s=2471"
149543,"Novato","CA",38.1083,-122.576,"967 5th St","Intercounty Fellowship Of A.A.",5,"The Novato Group-Fri. Night Disc","20:30:00","http://aasf.org/vm.cfm?s=2656"
149555,"Terra Linda","CA",38.0097,-122.555,"1 Trinity Way","Intercounty Fellowship Of A.A.",4,"Terra Linda","20:30:00","http://aasf.org/vm.cfm?s=2644"
149572,"San Rafael","CA",37.974,-122.527,"1123 Court St","Intercounty Fellowship Of A.A.",1,"Awareness / Acceptance","10:30:00","http://aasf.org/vm.cfm?s=2083"
149572,"San Rafael","CA",37.974,-122.527,"1123 Court St","Intercounty Fellowship Of A.A.",3,"Wholly Together 11th Step Meditation Meeting","19:00:00","http://aasf.org/vm.cfm?s=8983"
149572,"San Rafael","CA",37.974,-122.527,"1123 Court St","Intercounty Fellowship Of A.A.",5,"Women's Lunch Bunch","12:00:00","http://aasf.org/vm.cfm?s=2736"
149573,"Sausalito","CA",37.8562,-122.482,"180 Harrison Ave","Intercounty Fellowship Of A.A.",1,"Newcomers Step","19:30:00","http://aasf.org/vm.cfm?s=2452"
150885,"Tiburon","CA",37.8956,-122.492,"445 Greenwood Beach Rd","Intercounty Fellowship Of A.A.",6,"Blackie's Pasture","20:30:00","http://aasf.org/vm.cfm?s=2113"
150892,"Tiburon","CA",37.8985,-122.502,"240 Tiburon Blvd","Intercounty Fellowship Of A.A.",1,"Monday Night Stag - 12 & 12","18:00:00","http://aasf.org/vm.cfm?s=2433"
